531,5;424,5;2732
532;421,5;2733
530,5;421;2734
531,5;421;2735
531,5;424,5;2736
530,5;427;2737
529;434;2738
529,5;436,5;2739
527,5;439,5;2740
527;442;2741
526,5;438;2742
523,5;435;2743
525;427;2744
523,5;421;2745
524,5;418,5;2746
525;419;2747
523;427,5;2748
521,5;434;2749
520;443;2750
519;449;2751
511,5;450;2752
512,5;445,5;2753
511;431,5;2754
513;423;2755
512;419;2756
511;425,5;2757
508,5;436;2758
507,5;442,5;2759
505,5;447;2760
503;447;2761
502;440;2762
501;439;2763
501;437;2764
498;436,5;2765
497,5;437;2766
495;439,5;2767
492,5;443;2768
490,5;445;2769
490;441,5;2770
488;442;2771
483,5;442,5;2772
482;440;2773
481,5;438,5;2774
477,5;439;2775
474;437;2776
471;436,5;2777
467;435,5;2778
462,5;435,5;2779
460,5;432;2780
457,5;435;2781
451,5;438,5;2782
449;441,5;2783
444;443,5;2784
438;445,5;2785
431;447,5;2786
427,5;446,5;2787
419,5;449,5;2788
412;449;2789
404;450,5;2790
398;450,5;2791
387;449,5;2792
378;449;2793
364;450;2794
353,5;452,5;2795
336;454;2796
321;457;2797
298;457,5;2798
280,5;457,5;2799
251;459;2800
226,5;462;2801
178,5;473,5;2802
140,5;477,5;2803
